customer_id,warehouse_to_home,satisfaction_score,complain,day_since_last_order,cashback_amount
623,16.0,2.0,0.0,10.0,162.3
624,14.0,4.0,0.0,3.0,231.2
625,9.0,4.0,0.0,1.0,198.51
626,22.0,1.0,0.0,12.0,179.06
627,14.0,2.0,0.0,9.0,207.93
628,9.0,3.0,0.0,10.0,150.19
629,14.0,1.0,1.0,2.0,123.25999999999999
630,16.0,5.0,0.0,8.0,142.13
631,26.0,5.0,0.0,4.0,156.96
632,15.0,1.0,0.0,3.0,147.71
633,35.0,3.0,0.0,3.0,225.04000000000002
634,31.0,3.0,1.0,2.0,147.36
635,12.0,3.0,1.0,12.0,239.66000000000003
636,13.0,5.0,0.0,4.0,154.6
637,12.0,2.0,0.0,5.0,188.47
638,23.0,3.0,0.0,2.0,143.77
639,9.0,2.0,0.0,8.0,178.23
640,13.0,3.0,0.0,8.0,153.38
641,14.0,3.0,0.0,9.0,158.76
642,6.0,3.0,1.0,2.0,137.3
643,15.0,3.0,0.0,12.0,155.93
644,26.0,1.0,0.0,3.0,164.02
645,36.0,3.0,0.0,8.0,295.46
646,8.0,4.0,1.0,0.0,169.62
647,36.0,2.0,0.0,8.0,187.61
648,14.0,4.0,0.0,7.0,123.69999999999999
649,26.0,3.0,0.0,7.0,199.81
650,11.0,3.0,1.0,3.0,157.44
651,7.0,5.0,0.0,1.0,151.19
652,24.0,3.0,0.0,2.0,162.32
653,25.0,5.0,0.0,11.0,177.08
654,17.0,3.0,0.0,3.0,225.48
655,8.0,3.0,0.0,0.0,175.96
656,30.0,3.0,0.0,4.0,137.08
657,8.0,2.0,0.0,3.0,221.69
658,6.0,5.0,0.0,2.0,140.87
659,6.0,1.0,0.0,9.0,147.35
660,16.0,1.0,0.0,3.0,212.44
661,9.0,1.0,0.0,10.0,182.7
662,13.0,3.0,1.0,7.0,133.39
663,6.0,3.0,0.0,8.0,184.74
664,23.0,1.0,1.0,3.0,178.68
665,10.0,5.0,0.0,4.0,192.25
666,34.0,2.0,0.0,4.0,145.23
667,7.0,5.0,0.0,3.0,164.2
668,21.0,1.0,1.0,1.0,12.0
669,30.0,5.0,0.0,9.0,187.22
670,9.0,4.0,0.0,11.0,181.77
671,34.0,5.0,1.0,2.0,268.8
672,30.0,1.0,0.0,9.0,267.75
673,25.0,3.0,1.0,2.0,127.59
674,7.0,2.0,0.0,3.0,221.13
675,31.0,4.0,0.0,0.0,280.61
676,6.0,5.0,0.0,2.0,135.91
677,16.0,3.0,1.0,4.0,161.42
678,18.0,4.0,0.0,4.0,127.66
679,14.0,3.0,0.0,2.0,175.03
680,15.0,5.0,1.0,0.0,131.72
681,17.0,5.0,1.0,4.0,152.82
682,8.0,3.0,0.0,2.0,130.67
683,16.0,2.0,0.0,3.0,164.83
684,15.0,5.0,0.0,6.0,242.13
685,14.0,4.0,0.0,1.0,151.79
686,26.0,4.0,0.0,2.0,232.25
687,13.0,3.0,0.0,9.0,134.91
688,8.0,3.0,0.0,2.0,122.31
689,16.0,1.0,0.0,8.0,177.53
690,27.0,2.0,0.0,3.0,228.22
691,34.0,3.0,0.0,8.0,134.07
692,7.0,1.0,0.0,1.0,191.53
693,14.0,1.0,1.0,10.0,177.2
694,15.0,2.0,0.0,7.0,152.53
695,33.0,3.0,0.0,3.0,178.47
696,28.0,3.0,0.0,3.0,142.3
697,31.0,3.0,1.0,7.0,144.49
698,7.0,4.0,0.0,12.0,260.03
699,22.0,5.0,0.0,8.0,196.4
700,9.0,4.0,1.0,6.0,172.79
701,24.0,5.0,1.0,9.0,244.16000000000003
702,14.0,1.0,0.0,1.0,125.22999999999999
703,13.0,5.0,0.0,2.0,147.79
704,9.0,1.0,0.0,12.0,196.99
705,14.0,2.0,1.0,4.0,124.36000000000001
706,9.0,3.0,0.0,1.0,200.96
707,12.0,5.0,1.0,2.0,120.72999999999999
708,15.0,4.0,1.0,10.0,298.47
709,28.0,4.0,0.0,3.0,219.95999999999998
710,6.0,3.0,0.0,5.0,120.58000000000001
711,20.0,3.0,1.0,3.0,223.54
712,8.0,1.0,1.0,3.0,137.6
713,7.0,2.0,0.0,7.0,320.17
714,14.0,4.0,0.0,1.0,126.22
715,9.0,2.0,0.0,12.0,196.99
716,7.0,1.0,0.0,0.0,153.63
717,14.0,3.0,0.0,9.0,184.68
718,10.0,5.0,0.0,3.0,148.62
719,15.0,5.0,1.0,8.0,239.16000000000003
720,11.0,3.0,0.0,3.0,135.0
721,28.0,1.0,1.0,9.0,244.11
722,9.0,1.0,1.0,9.0,203.47
723,12.0,4.0,1.0,6.0,157.98
724,11.0,1.0,0.0,0.0,196.79
725,8.0,1.0,1.0,3.0,172.87
726,27.0,3.0,0.0,2.0,173.5
727,6.0,5.0,0.0,3.0,215.69
728,16.0,1.0,0.0,1.0,121.44999999999999
729,9.0,1.0,1.0,3.0,164.44
730,11.0,2.0,1.0,5.0,183.28
731,11.0,3.0,0.0,3.0,135.0
732,15.0,5.0,0.0,9.0,151.51
733,14.0,2.0,1.0,0.0,123.4
734,10.0,4.0,0.0,8.0,307.0
735,17.0,5.0,0.0,3.0,228.06
736,7.0,2.0,1.0,4.0,161.22
737,10.0,4.0,1.0,3.0,217.78
738,9.0,5.0,1.0,7.0,133.48
739,36.0,4.0,0.0,9.0,169.34
740,8.0,3.0,0.0,4.0,145.64
741,9.0,5.0,0.0,16.0,268.56
742,22.0,5.0,1.0,7.0,139.19
743,25.0,1.0,1.0,1.0,183.11
744,6.0,4.0,1.0,2.0,120.69999999999999
745,7.0,5.0,1.0,3.0,152.99
746,8.0,1.0,1.0,8.0,193.34
747,14.0,2.0,0.0,7.0,150.79
748,18.0,1.0,0.0,5.0,170.07
749,9.0,1.0,0.0,1.0,136.02
750,14.0,1.0,0.0,4.0,126.47
751,18.0,5.0,1.0,4.0,172.41
752,9.0,4.0,0.0,0.0,128.56
753,11.0,4.0,1.0,4.0,186.42
754,9.0,5.0,0.0,10.0,184.57
755,32.0,5.0,0.0,5.0,183.96
756,6.0,3.0,0.0,7.0,206.08999999999997
757,6.0,3.0,0.0,0.0,253.79000000000002
758,14.0,5.0,0.0,3.0,224.85
759,8.0,3.0,1.0,2.0,139.77
760,15.0,5.0,0.0,3.0,134.07
761,14.0,5.0,0.0,6.0,123.66999999999999
762,14.0,3.0,0.0,0.0,137.8
763,18.0,3.0,0.0,8.0,295.45
764,22.0,4.0,0.0,2.0,128.11
765,13.0,3.0,0.0,8.0,152.41
766,21.0,2.0,1.0,12.0,190.86
767,22.0,3.0,1.0,7.0,150.67
768,16.0,3.0,1.0,7.0,187.4
769,8.0,3.0,0.0,7.0,152.06
770,13.0,1.0,1.0,2.0,122.75
771,15.0,4.0,0.0,8.0,187.14
772,11.0,4.0,1.0,0.0,118.78
773,9.0,1.0,0.0,10.0,182.7
774,26.0,1.0,0.0,3.0,148.23
775,17.0,3.0,1.0,5.0,186.42
776,8.0,3.0,0.0,1.0,143.82
777,14.0,3.0,0.0,3.0,161.42
778,14.0,4.0,0.0,4.0,145.13
779,9.0,3.0,1.0,8.0,317.37
780,31.0,3.0,1.0,4.0,145.28
781,12.0,4.0,1.0,3.0,148.28
782,8.0,5.0,0.0,8.0,175.03
783,16.0,3.0,0.0,7.0,170.94
784,24.0,3.0,1.0,8.0,148.94
785,28.0,1.0,0.0,7.0,271.74
786,11.0,4.0,1.0,3.0,228.33
787,32.0,3.0,0.0,3.0,211.33
788,12.0,5.0,1.0,2.0,155.62
789,36.0,5.0,0.0,3.0,164.07
790,27.0,1.0,0.0,0.0,129.73
791,10.0,5.0,0.0,0.0,129.73
792,14.0,3.0,0.0,0.0,123.50999999999999
793,7.0,2.0,0.0,8.0,146.15
794,12.0,5.0,0.0,9.0,241.31
795,8.0,3.0,1.0,3.0,254.64999999999998
796,11.0,5.0,0.0,6.0,176.55
797,8.0,1.0,0.0,4.0,155.05
798,18.0,3.0,0.0,3.0,161.29
799,14.0,5.0,1.0,0.0,126.0
800,13.0,3.0,0.0,9.0,134.91
801,6.0,3.0,0.0,3.0,120.07
802,13.0,5.0,1.0,18.0,172.21
803,14.0,3.0,0.0,7.0,137.55
804,11.0,4.0,0.0,13.0,180.95
805,8.0,4.0,0.0,2.0,122.25999999999999
806,15.0,3.0,1.0,7.0,156.79
807,14.0,3.0,0.0,1.0,186.32
808,6.0,5.0,0.0,7.0,141.03
809,27.0,2.0,0.0,3.0,194.31
810,17.0,3.0,1.0,8.0,147.13
811,17.0,1.0,0.0,4.0,145.07
812,30.0,3.0,1.0,5.0,239.73000000000002
813,15.0,2.0,0.0,10.0,127.81
814,27.0,3.0,1.0,14.0,237.45
815,14.0,3.0,1.0,7.0,124.61000000000001
816,29.0,5.0,1.0,8.0,136.33
817,25.0,5.0,0.0,3.0,131.96
818,16.0,4.0,0.0,3.0,153.1
819,11.0,5.0,0.0,2.0,180.08
820,13.0,5.0,0.0,7.0,135.78
821,14.0,5.0,0.0,11.0,320.66
822,9.0,2.0,0.0,9.0,292.92
823,9.0,1.0,1.0,1.0,193.77
824,31.0,4.0,0.0,2.0,143.2
825,13.0,3.0,1.0,6.0,148.06
826,13.0,2.0,0.0,8.0,171.27
827,19.0,5.0,0.0,3.0,187.88
828,20.0,5.0,0.0,7.0,149.6
829,10.0,1.0,0.0,11.0,208.55
830,9.0,4.0,0.0,1.0,191.44
831,11.0,4.0,0.0,10.0,282.13
832,6.0,1.0,0.0,3.0,165.13
833,9.0,5.0,1.0,3.0,145.42
834,7.0,1.0,0.0,2.0,134.2
835,26.0,3.0,0.0,0.0,169.32
836,15.0,5.0,0.0,1.0,154.73
837,8.0,1.0,0.0,4.0,190.13
838,10.0,3.0,0.0,3.0,219.34
839,32.0,5.0,0.0,5.0,143.85
840,27.0,1.0,1.0,0.0,154.41
841,22.0,5.0,0.0,7.0,156.61
842,14.0,5.0,1.0,2.0,142.57
843,15.0,5.0,0.0,0.0,120.18
844,9.0,4.0,0.0,1.0,141.07
845,10.0,5.0,0.0,6.0,184.4
846,13.0,3.0,0.0,8.0,178.21
847,28.0,4.0,1.0,1.0,146.21
848,14.0,5.0,0.0,14.0,171.39
849,20.0,5.0,0.0,3.0,167.33
850,14.0,5.0,0.0,3.0,222.24
851,15.0,4.0,0.0,7.0,186.21
852,26.0,3.0,0.0,0.0,169.32
853,27.0,3.0,0.0,3.0,224.81
854,7.0,5.0,0.0,10.0,178.43
855,30.0,3.0,0.0,8.0,152.0
856,23.0,3.0,0.0,1.0,188.34
857,22.0,1.0,1.0,3.0,179.45
858,17.0,3.0,0.0,1.0,151.42
859,16.0,4.0,1.0,1.0,158.46
860,15.0,4.0,0.0,7.0,188.34
861,30.0,5.0,1.0,3.0,224.5
862,16.0,5.0,1.0,1.0,156.72
863,15.0,4.0,1.0,2.0,188.47
864,11.0,2.0,0.0,9.0,25.0
865,10.0,1.0,0.0,10.0,302.79
866,6.0,3.0,0.0,0.0,128.44
867,10.0,5.0,0.0,5.0,193.42
868,13.0,3.0,0.0,3.0,248.14
869,6.0,4.0,1.0,7.0,281.72
870,6.0,3.0,1.0,7.0,239.64
871,11.0,4.0,0.0,3.0,176.31
872,21.0,4.0,1.0,3.0,162.43
873,8.0,3.0,1.0,0.0,196.02
874,13.0,3.0,0.0,9.0,189.43
875,6.0,3.0,0.0,3.0,148.59
876,8.0,5.0,0.0,1.0,153.58
877,9.0,5.0,0.0,8.0,152.07
878,21.0,4.0,0.0,7.0,152.56
879,36.0,1.0,1.0,3.0,218.8
880,9.0,1.0,0.0,2.0,150.23
881,25.0,2.0,0.0,10.0,202.79
882,9.0,4.0,0.0,6.0,163.89
883,7.0,3.0,0.0,4.0,173.59
884,15.0,3.0,0.0,9.0,192.99
885,8.0,1.0,0.0,10.0,172.35
886,15.0,3.0,0.0,3.0,171.21
887,12.0,5.0,0.0,3.0,319.06
888,7.0,2.0,0.0,6.0,191.74
889,6.0,4.0,0.0,7.0,137.48
890,17.0,3.0,0.0,5.0,190.78
891,14.0,1.0,1.0,1.0,123.88999999999999
892,17.0,4.0,0.0,3.0,222.05
893,13.0,1.0,0.0,17.0,202.48
894,6.0,3.0,1.0,6.0,170.83
895,8.0,4.0,0.0,2.0,144.25
896,9.0,5.0,0.0,8.0,301.65
897,8.0,5.0,0.0,13.0,300.67
898,19.0,4.0,1.0,3.0,140.25
899,14.0,2.0,1.0,2.0,123.25999999999999
900,33.0,4.0,1.0,5.0,321.36
901,7.0,4.0,0.0,1.0,153.36
902,17.0,1.0,0.0,12.0,260.32
903,9.0,5.0,1.0,1.0,161.46
904,10.0,4.0,1.0,3.0,161.42
905,14.0,5.0,0.0,2.0,125.0
906,17.0,2.0,1.0,3.0,221.85000000000002
907,14.0,3.0,0.0,7.0,172.64
908,29.0,3.0,1.0,1.0,188.8
909,8.0,1.0,1.0,3.0,154.05
910,33.0,3.0,0.0,4.0,154.11
911,9.0,3.0,0.0,1.0,159.48
912,17.0,4.0,0.0,2.0,157.91
913,12.0,3.0,0.0,2.0,122.66999999999999
914,9.0,1.0,1.0,3.0,159.64
915,10.0,2.0,0.0,6.0,176.71
916,11.0,3.0,1.0,8.0,149.61
917,16.0,5.0,0.0,4.0,159.07
918,12.0,3.0,0.0,7.0,192.41
919,17.0,5.0,1.0,8.0,208.21
920,22.0,3.0,0.0,3.0,151.1
921,11.0,3.0,0.0,0.0,120.93
922,7.0,3.0,1.0,7.0,316.97
923,8.0,3.0,0.0,9.0,294.36
924,35.0,3.0,0.0,7.0,270.46
925,9.0,4.0,0.0,0.0,114.83000000000001
926,9.0,3.0,0.0,1.0,149.79
927,8.0,1.0,0.0,7.0,150.55
928,35.0,2.0,0.0,0.0,241.18
929,10.0,3.0,0.0,1.0,139.2
930,11.0,3.0,0.0,0.0,283.03
931,7.0,5.0,0.0,3.0,218.96
932,9.0,3.0,0.0,9.0,234.38
933,28.0,3.0,0.0,7.0,274.26
934,14.0,1.0,0.0,7.0,150.79
935,7.0,4.0,0.0,4.0,189.47
936,14.0,3.0,0.0,2.0,173.83
937,32.0,3.0,0.0,2.0,147.93
938,7.0,4.0,1.0,7.0,135.79
939,6.0,3.0,1.0,3.0,229.64999999999998
940,14.0,3.0,0.0,0.0,119.03999999999999
941,8.0,4.0,0.0,2.0,131.8
942,8.0,4.0,0.0,7.0,151.47
943,36.0,3.0,0.0,1.0,250.04000000000002
944,7.0,5.0,0.0,11.0,208.81
945,7.0,3.0,1.0,8.0,264.64
946,14.0,4.0,0.0,2.0,138.75
947,11.0,4.0,1.0,8.0,177.09
948,14.0,5.0,1.0,7.0,121.19
949,8.0,3.0,0.0,3.0,158.75
950,12.0,1.0,1.0,9.0,253.07999999999998
951,9.0,3.0,0.0,2.0,191.32
952,16.0,3.0,0.0,8.0,164.75
953,16.0,5.0,0.0,0.0,114.16
954,8.0,1.0,0.0,3.0,162.6
955,16.0,3.0,0.0,0.0,112.0
956,10.0,3.0,1.0,2.0,140.35
957,9.0,5.0,0.0,3.0,149.39
958,19.0,1.0,1.0,1.0,175.87
959,7.0,5.0,0.0,7.0,197.14
960,18.0,5.0,1.0,14.0,237.57999999999998
961,30.0,1.0,0.0,2.0,170.05
962,13.0,3.0,0.0,7.0,286.06
963,11.0,4.0,0.0,7.0,127.18
964,7.0,3.0,0.0,3.0,120.63999999999999
965,14.0,5.0,0.0,0.0,123.25
966,11.0,1.0,1.0,3.0,228.07999999999998
967,29.0,5.0,1.0,9.0,233.8
968,12.0,5.0,1.0,3.0,148.8
969,6.0,2.0,0.0,0.0,282.65
970,6.0,3.0,1.0,2.0,121.53999999999999
971,18.0,4.0,0.0,3.0,147.44
972,8.0,1.0,0.0,1.0,307.65
973,16.0,2.0,0.0,5.0,145.7
974,28.0,3.0,0.0,0.0,115.55000000000001
975,25.0,1.0,1.0,1.0,183.11
976,19.0,4.0,0.0,0.0,120.33000000000001
977,23.0,4.0,0.0,0.0,121.27000000000001
978,7.0,3.0,0.0,8.0,177.96
979,14.0,5.0,0.0,2.0,125.75999999999999
980,14.0,5.0,0.0,0.0,126.19
981,7.0,3.0,1.0,1.0,178.81
982,11.0,3.0,0.0,1.0,154.76
983,35.0,5.0,0.0,5.0,162.85
984,20.0,4.0,1.0,4.0,165.25
985,13.0,1.0,1.0,10.0,290.49
986,14.0,1.0,0.0,7.0,125.69999999999999
987,11.0,4.0,0.0,7.0,316.44
988,12.0,3.0,0.0,1.0,145.93
989,21.0,4.0,0.0,3.0,290.81
990,8.0,4.0,0.0,0.0,173.51
991,8.0,4.0,0.0,0.0,148.41
992,13.0,4.0,0.0,2.0,143.02
993,14.0,1.0,1.0,11.0,196.43
994,12.0,4.0,0.0,3.0,193.7
995,15.0,1.0,0.0,7.0,152.53
996,18.0,5.0,1.0,1.0,151.0
997,10.0,3.0,0.0,2.0,139.78
998,14.0,1.0,0.0,8.0,193.54
999,15.0,3.0,0.0,3.0,212.26
1000,31.0,1.0,0.0,7.0,245.31
1001,15.0,1.0,0.0,2.0,147.69
1002,9.0,3.0,0.0,3.0,148.45
1003,14.0,1.0,0.0,7.0,125.44
1004,5.0,4.0,0.0,1.0,150.96
1005,16.0,5.0,0.0,0.0,203.06
1006,30.0,2.0,0.0,3.0,147.01
1007,17.0,3.0,1.0,1.0,163.15
1008,14.0,5.0,1.0,5.0,167.84
1009,14.0,2.0,1.0,2.0,128.18
1010,33.0,1.0,1.0,13.0,294.59
1011,10.0,4.0,0.0,2.0,132.95
1012,16.0,5.0,0.0,5.0,167.0
1013,9.0,4.0,0.0,1.0,266.06
1014,22.0,3.0,0.0,2.0,153.01
1015,8.0,5.0,0.0,8.0,265.95
1016,8.0,1.0,0.0,8.0,298.28
1017,12.0,5.0,0.0,3.0,319.06
1018,15.0,4.0,0.0,3.0,173.51
1019,6.0,2.0,0.0,8.0,270.99
1020,8.0,4.0,0.0,4.0,148.55
1021,16.0,3.0,0.0,4.0,165.78
1022,16.0,3.0,0.0,3.0,129.36
1023,32.0,3.0,0.0,2.0,153.47
1024,17.0,3.0,0.0,3.0,185.77
1025,10.0,5.0,1.0,4.0,166.94
1026,9.0,2.0,1.0,3.0,151.95
1027,35.0,4.0,0.0,1.0,128.37
1028,33.0,1.0,0.0,3.0,169.65
1029,14.0,1.0,1.0,11.0,315.49
1030,15.0,1.0,0.0,2.0,148.76
1031,7.0,3.0,0.0,8.0,147.58
1032,32.0,2.0,0.0,3.0,161.81
1033,14.0,4.0,0.0,2.0,146.41
1034,14.0,3.0,0.0,9.0,141.48
1035,15.0,4.0,1.0,2.0,188.47
1036,7.0,1.0,1.0,9.0,151.86
1037,20.0,3.0,0.0,3.0,162.44
1038,15.0,4.0,1.0,10.0,298.47
1039,13.0,3.0,0.0,0.0,161.32
1040,6.0,1.0,0.0,1.0,179.18
1041,7.0,5.0,0.0,12.0,275.67
1042,12.0,3.0,1.0,8.0,140.81
1043,16.0,4.0,0.0,9.0,296.65
1044,8.0,1.0,0.0,3.0,188.53
1045,6.0,3.0,0.0,5.0,261.84
1046,34.0,5.0,0.0,3.0,142.84
1047,18.0,5.0,0.0,1.0,178.8
1048,11.0,3.0,0.0,1.0,158.06
1049,14.0,3.0,0.0,2.0,124.30000000000001
1050,28.0,3.0,1.0,0.0,163.8
1051,32.0,1.0,0.0,4.0,182.31
1052,7.0,3.0,0.0,2.0,133.75
1053,22.0,1.0,1.0,4.0,146.68
1054,16.0,5.0,0.0,1.0,150.52
1055,14.0,3.0,0.0,4.0,143.23
1056,7.0,3.0,0.0,3.0,209.74
1057,16.0,3.0,0.0,3.0,134.33
1058,22.0,3.0,1.0,3.0,282.87
1059,14.0,4.0,0.0,0.0,264.22
1060,21.0,5.0,0.0,10.0,233.41000000000003
1061,6.0,2.0,1.0,3.0,136.22
1062,30.0,1.0,0.0,7.0,141.08
1063,8.0,5.0,0.0,1.0,134.24
1064,16.0,5.0,0.0,2.0,179.73
1065,8.0,2.0,0.0,8.0,267.92
1066,15.0,5.0,0.0,0.0,117.9
1067,26.0,3.0,0.0,3.0,182.68
1068,14.0,5.0,1.0,3.0,225.08
1069,9.0,4.0,0.0,3.0,169.25
1070,12.0,1.0,0.0,1.0,165.02
1071,17.0,4.0,0.0,1.0,145.08
1072,6.0,3.0,0.0,9.0,299.99
1073,8.0,4.0,0.0,4.0,260.15
1074,6.0,5.0,0.0,7.0,197.14
1075,16.0,3.0,1.0,1.0,158.88
1076,16.0,4.0,0.0,9.0,161.51
1077,16.0,3.0,0.0,2.0,160.77
1078,9.0,4.0,0.0,3.0,156.8
1079,28.0,4.0,0.0,0.0,128.63
1080,36.0,1.0,0.0,4.0,159.52
1081,8.0,1.0,1.0,2.0,132.94
1082,7.0,4.0,0.0,2.0,122.69
1083,29.0,3.0,0.0,8.0,299.26
1084,20.0,5.0,1.0,8.0,122.35
1085,31.0,1.0,0.0,5.0,177.38
1086,6.0,3.0,0.0,2.0,148.98
1087,30.0,3.0,1.0,3.0,120.28
1088,14.0,4.0,1.0,0.0,123.72
1089,30.0,2.0,1.0,0.0,111.18
1090,15.0,4.0,0.0,3.0,146.09
1091,10.0,5.0,1.0,4.0,155.65
1092,8.0,5.0,0.0,7.0,276.65
1093,15.0,1.0,0.0,3.0,158.1
1094,15.0,4.0,0.0,3.0,173.51
1095,9.0,3.0,1.0,8.0,317.37
1096,31.0,5.0,1.0,9.0,199.06
1097,14.0,3.0,1.0,7.0,185.74
1098,11.0,3.0,1.0,0.0,128.51
1099,15.0,2.0,0.0,3.0,211.02999999999997
1100,14.0,3.0,0.0,1.0,177.58
1101,11.0,3.0,0.0,1.0,283.0
1102,9.0,5.0,0.0,12.0,147.59
1103,13.0,3.0,0.0,0.0,152.58
1104,10.0,1.0,0.0,9.0,203.23
1105,8.0,4.0,0.0,7.0,142.44
1106,7.0,4.0,0.0,10.0,187.2
1107,16.0,2.0,1.0,0.0,166.94
1108,9.0,1.0,0.0,3.0,145.14
1109,15.0,5.0,0.0,2.0,149.51
1110,8.0,4.0,0.0,4.0,132.01
1111,16.0,5.0,0.0,7.0,153.77
1112,7.0,1.0,0.0,7.0,204.22
1113,14.0,3.0,1.0,8.0,148.08
1114,7.0,4.0,0.0,5.0,188.97
1115,14.0,3.0,0.0,2.0,135.17
1116,15.0,3.0,1.0,7.0,156.79
1117,35.0,2.0,1.0,12.0,258.2
1118,12.0,1.0,0.0,3.0,179.76
1119,10.0,4.0,0.0,7.0,130.55
1120,11.0,1.0,0.0,0.0,120.86000000000001
1121,8.0,3.0,0.0,0.0,175.96
1122,11.0,4.0,1.0,10.0,240.26
1123,7.0,3.0,0.0,3.0,168.74
1124,9.0,4.0,0.0,3.0,206.2
1125,7.0,1.0,0.0,3.0,148.14
1126,9.0,3.0,0.0,3.0,171.49
1127,14.0,4.0,1.0,0.0,124.72
1128,14.0,4.0,1.0,2.0,123.72999999999999
1129,16.0,5.0,1.0,1.0,156.72
1130,10.0,4.0,0.0,2.0,139.31
1131,16.0,4.0,1.0,1.0,141.97
1132,25.0,4.0,0.0,1.0,207.25
1133,8.0,3.0,0.0,1.0,143.82
1134,8.0,2.0,0.0,0.0,167.81
1135,8.0,4.0,1.0,2.0,140.78
1136,9.0,1.0,1.0,1.0,148.8
1137,9.0,3.0,0.0,3.0,145.01
1138,6.0,3.0,0.0,0.0,128.44
1139,8.0,5.0,1.0,3.0,227.52
1140,9.0,3.0,0.0,13.0,305.41
1141,10.0,2.0,1.0,3.0,144.87
1142,31.0,4.0,0.0,5.0,146.77
1143,21.0,5.0,0.0,7.0,171.4
1144,6.0,3.0,1.0,0.0,153.81
1145,18.0,3.0,0.0,4.0,165.77
1146,15.0,4.0,0.0,3.0,141.89
1147,13.0,5.0,0.0,2.0,154.86
1148,7.0,1.0,0.0,4.0,190.13
1149,14.0,5.0,0.0,3.0,217.13
1150,8.0,1.0,0.0,3.0,220.25
1151,6.0,5.0,0.0,0.0,129.56
1152,15.0,3.0,0.0,5.0,168.23
1153,10.0,5.0,0.0,6.0,184.4
1154,28.0,1.0,1.0,8.0,165.14
1155,6.0,3.0,1.0,1.0,318.31
1156,31.0,4.0,1.0,2.0,123.13
1157,11.0,5.0,0.0,7.0,199.36
1158,15.0,3.0,0.0,2.0,129.74
1159,9.0,5.0,0.0,4.0,168.81
1160,12.0,2.0,0.0,1.0,135.51
1161,25.0,2.0,0.0,3.0,230.12
1162,7.0,1.0,1.0,2.0,131.95
1163,19.0,1.0,0.0,7.0,142.85
1164,20.0,5.0,0.0,3.0,167.33
1165,6.0,2.0,0.0,7.0,196.13
1166,7.0,5.0,0.0,3.0,150.76
1167,15.0,4.0,1.0,10.0,177.28
1168,28.0,5.0,0.0,3.0,224.8
1169,15.0,2.0,0.0,3.0,150.72
1170,17.0,1.0,0.0,8.0,149.55
1171,17.0,1.0,0.0,7.0,176.54
1172,33.0,5.0,0.0,1.0,208.2
1173,14.0,1.0,0.0,3.0,123.66999999999999
1174,8.0,2.0,0.0,2.0,132.12
1175,33.0,4.0,0.0,3.0,204.91
1176,12.0,3.0,0.0,6.0,182.37
1177,9.0,2.0,0.0,2.0,137.37
1178,12.0,5.0,0.0,7.0,199.91
1179,31.0,4.0,1.0,1.0,149.08
1180,10.0,4.0,0.0,8.0,144.47
1181,9.0,1.0,0.0,4.0,177.56
1182,31.0,2.0,0.0,8.0,158.19
1183,7.0,5.0,0.0,12.0,260.82
1184,17.0,3.0,0.0,9.0,175.1
1185,11.0,4.0,1.0,4.0,205.52
1186,9.0,4.0,0.0,3.0,179.82
1187,23.0,1.0,1.0,3.0,178.68
1188,7.0,5.0,1.0,14.0,315.45
1189,8.0,3.0,0.0,9.0,294.36
1190,14.0,5.0,0.0,6.0,131.43
1191,7.0,2.0,0.0,1.0,191.53
1192,36.0,3.0,0.0,9.0,170.08
1193,19.0,1.0,0.0,5.0,151.47
1194,23.0,5.0,0.0,11.0,232.69
1195,35.0,1.0,0.0,7.0,154.68
1196,8.0,3.0,0.0,12.0,280.41
1197,9.0,4.0,0.0,13.0,200.25
1198,9.0,4.0,1.0,1.0,194.62
1199,13.0,3.0,0.0,3.0,147.67
1200,29.0,1.0,0.0,8.0,242.75
1201,14.0,2.0,1.0,11.0,196.43
1202,8.0,3.0,0.0,7.0,165.0
1203,13.0,2.0,0.0,2.0,120.88999999999999
1204,26.0,1.0,0.0,2.0,121.57
1205,16.0,5.0,0.0,11.0,155.72
1206,14.0,3.0,0.0,8.0,167.99
1207,10.0,1.0,0.0,8.0,204.0
1208,14.0,3.0,0.0,3.0,126.1
1209,11.0,1.0,1.0,8.0,166.63
1210,27.0,1.0,1.0,0.0,278.75
1211,14.0,1.0,0.0,7.0,124.55000000000001
1212,32.0,4.0,0.0,2.0,150.46
1213,25.0,1.0,1.0,7.0,127.41
1214,20.0,3.0,1.0,2.0,145.91
1215,7.0,3.0,0.0,3.0,209.74
1216,15.0,4.0,0.0,1.0,289.22
1217,14.0,3.0,0.0,2.0,124.30000000000001
1218,24.0,2.0,1.0,7.0,168.04
1219,16.0,3.0,0.0,4.0,154.42
1220,12.0,1.0,1.0,0.0,235.91000000000003
1221,28.0,3.0,0.0,1.0,148.77
1222,17.0,1.0,0.0,3.0,224.8
1223,11.0,1.0,0.0,2.0,149.08
1224,15.0,5.0,0.0,3.0,188.92
1225,13.0,5.0,0.0,7.0,168.11
1226,9.0,3.0,0.0,3.0,155.67
1227,9.0,3.0,1.0,3.0,221.02
1228,12.0,1.0,0.0,5.0,188.47
1229,12.0,3.0,1.0,4.0,146.27
1230,8.0,3.0,0.0,0.0,122.74000000000001
1231,24.0,5.0,0.0,4.0,0.0
1232,17.0,4.0,0.0,2.0,122.44
1233,9.0,3.0,0.0,1.0,200.96
1234,14.0,3.0,1.0,4.0,149.07
1235,9.0,4.0,0.0,4.0,149.4
1236,19.0,1.0,0.0,2.0,134.52
