customer_id,tenure,marital_status,number_of_device_registered,number_of_address,prefered_order_cat,churn
498,0.0,Single,3.0,4.0,Laptop & Accessory,1.0
499,1.0,Married,4.0,4.0,Mobile,1.0
500,6.0,Married,3.0,2.0,Laptop & Accessory,0.0
501,17.0,Single,5.0,3.0,Laptop & Accessory,0.0
502,7.0,Single,4.0,2.0,Mobile,0.0
503,17.0,Married,5.0,3.0,Grocery,0.0
504,13.0,Married,3.0,5.0,Laptop & Accessory,0.0
505,5.0,Married,4.0,4.0,Fashion,0.0
506,0.0,Single,4.0,2.0,Mobile,1.0
507,16.0,Divorced,3.0,9.0,Fashion,0.0
508,1.0,Single,6.0,10.0,Laptop & Accessory,1.0
509,17.0,Married,5.0,3.0,Laptop & Accessory,0.0
510,9.0,Married,6.0,3.0,Mobile,0.0
511,14.0,Married,4.0,10.0,Mobile,0.0
512,4.0,Single,5.0,2.0,Mobile,0.0
513,9.0,Married,4.0,3.0,Laptop & Accessory,0.0
514,8.0,Single,4.0,4.0,Laptop & Accessory,0.0
515,7.0,Single,3.0,2.0,Fashion,0.0
516,1.0,Married,5.0,3.0,Fashion,1.0
517,19.0,Married,5.0,3.0,Laptop & Accessory,0.0
518,1.0,Married,4.0,3.0,Laptop & Accessory,1.0
519,8.0,Divorced,5.0,11.0,Fashion,1.0
520,6.0,Married,3.0,2.0,Mobile,0.0
521,13.0,Single,3.0,8.0,Grocery,0.0
522,13.0,Married,1.0,6.0,Laptop & Accessory,0.0
523,12.0,Married,4.0,2.0,Fashion,0.0
524,10.0,Divorced,4.0,5.0,Mobile,0.0
525,1.0,Married,5.0,3.0,Laptop & Accessory,0.0
526,4.0,Married,3.0,5.0,Fashion,0.0
527,8.0,Married,4.0,4.0,Fashion,0.0
528,6.0,Divorced,4.0,4.0,Mobile,0.0
529,5.0,Single,3.0,2.0,Mobile,0.0
530,17.0,Married,5.0,7.0,Fashion,0.0
531,22.0,Single,5.0,9.0,Fashion,0.0
532,8.0,Married,3.0,2.0,Mobile,0.0
533,7.0,Married,3.0,2.0,Mobile,0.0
534,21.0,Single,3.0,2.0,Fashion,0.0
535,0.0,Married,4.0,10.0,Fashion,1.0
536,0.0,Married,3.0,1.0,Laptop & Accessory,0.0
537,0.0,Single,4.0,2.0,Laptop & Accessory,0.0
538,16.0,Divorced,4.0,8.0,Others,0.0
539,13.0,Single,4.0,9.0,Fashion,0.0
540,9.0,Single,3.0,4.0,Mobile,1.0
541,19.0,Single,4.0,5.0,Others,0.0
542,12.0,Single,5.0,6.0,Laptop & Accessory,0.0
543,1.0,Single,2.0,3.0,Mobile,0.0
544,24.0,Married,4.0,5.0,Others,0.0
545,18.0,Single,4.0,3.0,Mobile,0.0
546,18.0,Divorced,2.0,4.0,Mobile,0.0
547,9.0,Single,4.0,6.0,Mobile,1.0
548,16.0,Divorced,4.0,3.0,Others,0.0
549,5.0,Married,4.0,3.0,Fashion,0.0
550,9.0,Married,1.0,5.0,Laptop & Accessory,0.0
551,10.0,Married,4.0,6.0,Laptop & Accessory,0.0
552,0.0,Single,4.0,2.0,Mobile,0.0
553,20.0,Married,4.0,8.0,Fashion,0.0
554,3.0,Married,4.0,2.0,Mobile,0.0
555,3.0,Single,5.0,11.0,Laptop & Accessory,0.0
556,16.0,Single,4.0,6.0,Mobile,0.0
557,9.0,Single,5.0,3.0,Fashion,0.0
558,11.0,Divorced,4.0,3.0,Fashion,1.0
559,16.0,Married,4.0,2.0,Grocery,0.0
560,1.0,Single,2.0,3.0,Fashion,1.0
561,1.0,Divorced,4.0,3.0,Fashion,0.0
562,15.0,Divorced,2.0,4.0,Mobile,0.0
563,5.0,Divorced,3.0,2.0,Laptop & Accessory,0.0
564,22.0,Married,3.0,4.0,Fashion,0.0
565,1.0,Single,4.0,3.0,Laptop & Accessory,0.0
566,8.0,Single,4.0,3.0,Laptop & Accessory,0.0
567,1.0,Married,5.0,2.0,Mobile,0.0
568,1.0,Single,5.0,3.0,Mobile,1.0
569,1.0,Married,4.0,2.0,Mobile,1.0
570,22.0,Divorced,4.0,5.0,Laptop & Accessory,0.0
571,1.0,Married,5.0,3.0,Mobile,0.0
572,11.0,Married,4.0,4.0,Fashion,0.0
573,1.0,Single,4.0,3.0,Mobile,1.0
574,9.0,Single,3.0,3.0,Laptop & Accessory,0.0
575,10.0,Married,4.0,11.0,Laptop & Accessory,0.0
576,0.0,Single,3.0,2.0,Mobile,1.0
577,0.0,Married,4.0,2.0,Mobile,1.0
578,5.0,Married,5.0,3.0,Mobile,0.0
579,1.0,Single,5.0,5.0,Laptop & Accessory,1.0
580,10.0,Single,4.0,3.0,Mobile,0.0
581,9.0,Single,3.0,3.0,Mobile,0.0
582,13.0,Divorced,3.0,2.0,Others,0.0
583,5.0,Married,4.0,5.0,Mobile,0.0
584,31.0,Married,2.0,6.0,Mobile,0.0
585,13.0,Married,3.0,10.0,Mobile,0.0
586,1.0,Single,4.0,3.0,Mobile,1.0
587,0.0,Single,3.0,2.0,Mobile,1.0
588,8.0,Divorced,3.0,2.0,Mobile,0.0
589,1.0,Single,5.0,7.0,Mobile,1.0
590,7.0,Divorced,3.0,6.0,Laptop & Accessory,0.0
591,15.0,Married,5.0,4.0,Laptop & Accessory,0.0
592,18.0,Divorced,4.0,3.0,Mobile,0.0
593,13.0,Single,4.0,2.0,Laptop & Accessory,0.0
594,23.0,Married,3.0,10.0,Grocery,0.0
595,6.0,Divorced,1.0,2.0,Laptop & Accessory,0.0
596,16.0,Single,3.0,1.0,Mobile,0.0
597,5.0,Married,4.0,2.0,Mobile,0.0
598,1.0,Single,5.0,8.0,Laptop & Accessory,1.0
599,11.0,Married,2.0,6.0,Laptop & Accessory,0.0
600,23.0,Single,5.0,10.0,Fashion,0.0
601,1.0,Married,4.0,7.0,Laptop & Accessory,0.0
602,4.0,Single,3.0,3.0,Laptop & Accessory,0.0
603,9.0,Divorced,3.0,2.0,Mobile,0.0
604,26.0,Married,3.0,6.0,Grocery,0.0
605,10.0,Single,5.0,2.0,Fashion,0.0
606,3.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
607,30.0,Married,3.0,3.0,Grocery,0.0
608,0.0,Single,3.0,1.0,Mobile,1.0
609,16.0,Married,3.0,2.0,Laptop & Accessory,0.0
610,6.0,Single,3.0,4.0,Mobile,0.0
611,13.0,Married,3.0,9.0,Mobile,0.0
612,9.0,Married,3.0,2.0,Mobile,0.0
613,31.0,Divorced,5.0,5.0,Mobile,0.0
614,1.0,Divorced,4.0,3.0,Mobile,0.0
615,11.0,Divorced,4.0,7.0,Mobile,0.0
616,16.0,Married,1.0,6.0,Mobile,0.0
617,25.0,Single,5.0,5.0,Fashion,0.0
618,8.0,Single,3.0,3.0,Fashion,0.0
619,4.0,Married,3.0,5.0,Laptop & Accessory,0.0
620,2.0,Married,4.0,3.0,Mobile,0.0
621,24.0,Divorced,3.0,2.0,Mobile,0.0
622,8.0,Married,4.0,5.0,Mobile,1.0
623,14.0,Single,3.0,8.0,Laptop & Accessory,0.0
624,22.0,Married,4.0,7.0,Grocery,0.0
625,12.0,Single,4.0,9.0,Fashion,0.0
626,10.0,Married,6.0,3.0,Laptop & Accessory,0.0
627,4.0,Married,3.0,2.0,Fashion,0.0
628,10.0,Single,4.0,6.0,Mobile,0.0
629,10.0,Married,3.0,2.0,Mobile,0.0
630,0.0,Single,3.0,2.0,Laptop & Accessory,1.0
631,2.0,Divorced,5.0,3.0,Mobile,0.0
632,11.0,Married,3.0,3.0,Mobile,0.0
633,21.0,Married,3.0,4.0,Fashion,0.0
634,3.0,Divorced,3.0,8.0,Laptop & Accessory,0.0
635,22.0,Married,4.0,3.0,Grocery,0.0
636,1.0,Single,4.0,4.0,Mobile,1.0
637,11.0,Married,4.0,9.0,Laptop & Accessory,0.0
638,0.0,Married,4.0,2.0,Laptop & Accessory,0.0
639,8.0,Married,3.0,7.0,Fashion,0.0
640,25.0,Single,5.0,2.0,Mobile,0.0
641,15.0,Divorced,2.0,3.0,Mobile,0.0
642,0.0,Single,4.0,1.0,Mobile,1.0
643,18.0,Married,4.0,2.0,Laptop & Accessory,0.0
644,13.0,Married,4.0,10.0,Laptop & Accessory,0.0
645,24.0,Married,5.0,2.0,Grocery,0.0
646,9.0,Married,3.0,5.0,Laptop & Accessory,0.0
647,12.0,Divorced,4.0,5.0,Laptop & Accessory,0.0
648,5.0,Divorced,3.0,2.0,Mobile,0.0
649,0.0,Single,3.0,2.0,Laptop & Accessory,0.0
650,0.0,Single,4.0,2.0,Laptop & Accessory,1.0
651,12.0,Single,4.0,5.0,Mobile,0.0
652,0.0,Married,1.0,3.0,Laptop & Accessory,0.0
653,9.0,Married,2.0,3.0,Laptop & Accessory,0.0
654,1.0,Married,4.0,8.0,Fashion,1.0
655,9.0,Married,4.0,2.0,Fashion,0.0
656,17.0,Single,5.0,3.0,Mobile,0.0
657,2.0,Married,3.0,8.0,Grocery,1.0
658,5.0,Married,3.0,5.0,Laptop & Accessory,0.0
659,11.0,Married,3.0,8.0,Laptop & Accessory,0.0
660,5.0,Single,3.0,3.0,Fashion,0.0
661,19.0,Married,5.0,3.0,Laptop & Accessory,0.0
662,0.0,Married,3.0,4.0,Mobile,1.0
663,3.0,Single,4.0,2.0,Fashion,0.0
664,7.0,Married,4.0,3.0,Laptop & Accessory,0.0
665,6.0,Married,4.0,3.0,Laptop & Accessory,0.0
666,15.0,Divorced,4.0,1.0,Laptop & Accessory,0.0
667,11.0,Married,5.0,4.0,Mobile,0.0
668,6.0,Married,3.0,1.0,Laptop & Accessory,0.0
669,0.0,Single,4.0,2.0,Fashion,1.0
670,14.0,Married,4.0,5.0,Laptop & Accessory,0.0
671,23.0,Married,3.0,5.0,Grocery,0.0
672,27.0,Single,4.0,8.0,Grocery,0.0
673,5.0,Married,2.0,7.0,Mobile,1.0
674,13.0,Married,3.0,2.0,Fashion,0.0
675,18.0,Single,3.0,4.0,Others,0.0
676,1.0,Married,3.0,2.0,Mobile,0.0
677,8.0,Single,3.0,4.0,Laptop & Accessory,0.0
678,15.0,Married,3.0,9.0,Mobile,0.0
679,15.0,Single,4.0,8.0,Laptop & Accessory,0.0
680,0.0,Single,3.0,3.0,Mobile,1.0
681,11.0,Married,4.0,2.0,Mobile,0.0
682,4.0,Married,3.0,1.0,Mobile,0.0
683,3.0,Single,5.0,2.0,Mobile,0.0
684,10.0,Married,2.0,11.0,Fashion,0.0
685,1.0,Single,4.0,3.0,Mobile,1.0
686,28.0,Divorced,4.0,4.0,Fashion,0.0
687,3.0,Married,3.0,2.0,Laptop & Accessory,0.0
688,9.0,Married,3.0,7.0,Mobile,0.0
689,2.0,Single,4.0,3.0,Laptop & Accessory,0.0
690,14.0,Divorced,4.0,6.0,Fashion,0.0
691,8.0,Married,1.0,2.0,Laptop & Accessory,0.0
692,10.0,Single,4.0,6.0,Laptop & Accessory,0.0
693,31.0,Married,2.0,2.0,Laptop & Accessory,0.0
694,1.0,Single,3.0,2.0,Laptop & Accessory,0.0
695,10.0,Married,4.0,8.0,Laptop & Accessory,0.0
696,8.0,Single,5.0,1.0,Mobile,0.0
697,10.0,Divorced,3.0,4.0,Laptop & Accessory,0.0
698,14.0,Married,5.0,3.0,Grocery,0.0
699,4.0,Married,5.0,4.0,Fashion,0.0
700,2.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
701,4.0,Divorced,4.0,3.0,Fashion,0.0
702,0.0,Married,3.0,1.0,Mobile,0.0
703,3.0,Married,3.0,8.0,Laptop & Accessory,0.0
704,9.0,Married,4.0,5.0,Fashion,0.0
705,0.0,Divorced,3.0,6.0,Mobile,1.0
706,10.0,Married,5.0,3.0,Fashion,0.0
707,9.0,Married,3.0,5.0,Mobile,1.0
708,24.0,Married,3.0,5.0,Others,0.0
709,8.0,Married,1.0,8.0,Fashion,0.0
710,9.0,Single,3.0,1.0,Mobile,1.0
711,1.0,Single,4.0,5.0,Laptop & Accessory,1.0
712,0.0,Single,3.0,2.0,Mobile,0.0
713,24.0,Married,4.0,5.0,Others,0.0
714,6.0,Married,4.0,7.0,Mobile,0.0
715,9.0,Divorced,4.0,5.0,Fashion,0.0
716,8.0,Married,4.0,1.0,Laptop & Accessory,0.0
717,7.0,Married,4.0,3.0,Laptop & Accessory,0.0
718,8.0,Divorced,4.0,6.0,Mobile,1.0
719,4.0,Divorced,2.0,2.0,Fashion,0.0
720,10.0,Single,1.0,1.0,Mobile,0.0
721,23.0,Single,5.0,2.0,Grocery,0.0
722,17.0,Married,4.0,3.0,Laptop & Accessory,0.0
723,6.0,Married,2.0,2.0,Mobile,0.0
724,5.0,Single,4.0,9.0,Laptop & Accessory,0.0
725,1.0,Married,4.0,11.0,Mobile,1.0
726,19.0,Single,4.0,10.0,Laptop & Accessory,0.0
727,9.0,Married,4.0,3.0,Fashion,0.0
728,9.0,Married,3.0,1.0,Mobile,0.0
729,12.0,Single,4.0,7.0,Mobile,0.0
730,1.0,Single,5.0,3.0,Laptop & Accessory,1.0
731,10.0,Single,1.0,1.0,Mobile,0.0
732,12.0,Married,3.0,2.0,Laptop & Accessory,0.0
733,0.0,Single,5.0,2.0,Mobile,1.0
734,24.0,Married,4.0,3.0,Others,0.0
735,1.0,Married,5.0,11.0,Fashion,1.0
736,8.0,Divorced,5.0,3.0,Mobile,0.0
737,10.0,Single,4.0,5.0,Laptop & Accessory,0.0
738,0.0,Single,3.0,2.0,Mobile,1.0
739,16.0,Married,4.0,3.0,Laptop & Accessory,0.0
740,4.0,Married,4.0,2.0,Mobile,0.0
741,25.0,Divorced,4.0,2.0,Grocery,0.0
742,0.0,Single,5.0,2.0,Mobile,1.0
743,12.0,Married,6.0,5.0,Laptop & Accessory,0.0
744,9.0,Single,4.0,2.0,Mobile,0.0
745,7.0,Single,5.0,5.0,Mobile,0.0
746,2.0,Married,5.0,3.0,Laptop & Accessory,0.0
747,9.0,Married,3.0,5.0,Laptop & Accessory,0.0
748,23.0,Single,4.0,5.0,Laptop & Accessory,0.0
749,1.0,Single,5.0,3.0,Mobile,1.0
750,0.0,Single,3.0,2.0,Mobile,0.0
751,1.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
752,1.0,Married,3.0,2.0,Mobile,0.0
753,1.0,Married,2.0,3.0,Laptop & Accessory,0.0
754,8.0,Married,5.0,8.0,Laptop & Accessory,0.0
755,13.0,Divorced,3.0,2.0,Laptop & Accessory,0.0
756,0.0,Divorced,4.0,6.0,Fashion,1.0
757,22.0,Single,3.0,5.0,Grocery,0.0
758,17.0,Married,4.0,10.0,Fashion,0.0
759,0.0,Married,3.0,7.0,Mobile,0.0
760,0.0,Single,4.0,8.0,Laptop & Accessory,1.0
761,21.0,Married,3.0,9.0,Mobile,0.0
762,27.0,Single,3.0,8.0,Laptop & Accessory,0.0
763,4.0,Divorced,3.0,2.0,Others,1.0
764,0.0,Married,3.0,10.0,Mobile,0.0
765,10.0,Married,6.0,3.0,Mobile,0.0
766,10.0,Divorced,4.0,2.0,Laptop & Accessory,0.0
767,20.0,Married,1.0,2.0,Laptop & Accessory,0.0
768,11.0,Married,4.0,1.0,Fashion,0.0
769,0.0,Married,1.0,2.0,Laptop & Accessory,0.0
770,9.0,Married,3.0,2.0,Mobile,1.0
771,1.0,Married,4.0,3.0,Laptop & Accessory,0.0
772,9.0,Single,3.0,2.0,Mobile,1.0
773,19.0,Married,5.0,3.0,Laptop & Accessory,0.0
774,1.0,Married,4.0,3.0,Mobile,0.0
775,9.0,Single,4.0,5.0,Laptop & Accessory,0.0
776,0.0,Single,3.0,7.0,Mobile,1.0
777,7.0,Single,3.0,4.0,Laptop & Accessory,0.0
778,10.0,Single,4.0,4.0,Mobile,0.0
779,24.0,Divorced,4.0,4.0,Others,0.0
780,1.0,Single,5.0,7.0,Mobile,1.0
781,1.0,Married,2.0,3.0,Mobile,0.0
782,5.0,Married,6.0,3.0,Laptop & Accessory,0.0
783,9.0,Married,3.0,4.0,Fashion,0.0
784,1.0,Single,4.0,3.0,Mobile,1.0
785,21.0,Married,3.0,4.0,Grocery,0.0
786,21.0,Married,5.0,10.0,Fashion,0.0
787,21.0,Single,4.0,4.0,Fashion,0.0
788,9.0,Married,1.0,4.0,Laptop & Accessory,0.0
789,1.0,Married,4.0,3.0,Mobile,0.0
790,10.0,Married,3.0,6.0,Mobile,0.0
791,0.0,Single,3.0,2.0,Mobile,1.0
792,0.0,Married,5.0,1.0,Mobile,1.0
793,11.0,Single,4.0,3.0,Mobile,0.0
794,8.0,Single,5.0,4.0,Fashion,0.0
795,27.0,Married,5.0,6.0,Grocery,0.0
796,16.0,Single,4.0,9.0,Laptop & Accessory,0.0
797,6.0,Married,3.0,2.0,Laptop & Accessory,0.0
798,11.0,Single,4.0,6.0,Mobile,0.0
799,0.0,Single,4.0,2.0,Mobile,1.0
800,3.0,Married,3.0,2.0,Laptop & Accessory,0.0
801,9.0,Married,4.0,2.0,Mobile,0.0
802,15.0,Single,4.0,4.0,Mobile,0.0
803,12.0,Married,3.0,2.0,Mobile,0.0
804,8.0,Single,3.0,1.0,Fashion,0.0
805,9.0,Married,3.0,2.0,Mobile,0.0
806,16.0,Married,3.0,4.0,Laptop & Accessory,0.0
807,25.0,Married,5.0,4.0,Laptop & Accessory,0.0
808,14.0,Married,3.0,1.0,Laptop & Accessory,0.0
809,3.0,Married,4.0,4.0,Laptop & Accessory,0.0
810,14.0,Married,2.0,5.0,Mobile,0.0
811,22.0,Single,3.0,4.0,Laptop & Accessory,0.0
812,23.0,Divorced,3.0,4.0,Grocery,0.0
813,6.0,Divorced,3.0,1.0,Mobile,0.0
814,24.0,Married,4.0,4.0,Grocery,0.0
815,14.0,Divorced,3.0,10.0,Mobile,1.0
816,18.0,Married,3.0,2.0,Laptop & Accessory,0.0
817,1.0,Divorced,4.0,2.0,Mobile,0.0
818,10.0,Married,2.0,3.0,Mobile,0.0
819,9.0,Married,3.0,5.0,Fashion,0.0
820,0.0,Single,1.0,1.0,Mobile,0.0
821,31.0,Married,4.0,7.0,Others,0.0
822,19.0,Divorced,5.0,11.0,Grocery,0.0
823,4.0,Single,5.0,7.0,Laptop & Accessory,0.0
824,6.0,Single,4.0,2.0,Laptop & Accessory,0.0
825,27.0,Married,4.0,4.0,Laptop & Accessory,0.0
826,4.0,Divorced,5.0,2.0,Laptop & Accessory,0.0
827,12.0,Married,5.0,4.0,Laptop & Accessory,0.0
828,20.0,Single,3.0,3.0,Laptop & Accessory,0.0
829,13.0,Married,4.0,8.0,Fashion,0.0
830,3.0,Married,5.0,4.0,Laptop & Accessory,0.0
831,17.0,Divorced,3.0,8.0,Others,0.0
832,13.0,Married,3.0,5.0,Laptop & Accessory,0.0
833,1.0,Divorced,4.0,8.0,Mobile,1.0
834,20.0,Married,3.0,8.0,Mobile,0.0
835,4.0,Married,3.0,2.0,Laptop & Accessory,0.0
836,13.0,Married,3.0,1.0,Laptop & Accessory,0.0
837,14.0,Married,4.0,6.0,Laptop & Accessory,0.0
838,11.0,Divorced,4.0,3.0,Fashion,0.0
839,18.0,Married,4.0,2.0,Laptop & Accessory,0.0
840,24.0,Single,3.0,1.0,Laptop & Accessory,0.0
841,1.0,Single,2.0,1.0,Laptop & Accessory,0.0
842,29.0,Married,3.0,5.0,Mobile,0.0
843,9.0,Single,3.0,4.0,Mobile,1.0
844,10.0,Single,3.0,4.0,Laptop & Accessory,0.0
845,28.0,Divorced,4.0,4.0,Laptop & Accessory,0.0
846,12.0,Married,5.0,4.0,Laptop & Accessory,0.0
847,1.0,Single,5.0,3.0,Mobile,1.0
848,10.0,Married,2.0,4.0,Laptop & Accessory,0.0
849,1.0,Married,4.0,4.0,Laptop & Accessory,1.0
850,19.0,Married,4.0,4.0,Fashion,0.0
851,7.0,Single,4.0,2.0,Fashion,0.0
852,4.0,Divorced,3.0,2.0,Laptop & Accessory,0.0
853,1.0,Single,4.0,3.0,Laptop & Accessory,0.0
854,8.0,Single,5.0,2.0,Laptop & Accessory,0.0
855,3.0,Divorced,2.0,3.0,Mobile,0.0
856,11.0,Married,5.0,6.0,Laptop & Accessory,0.0
857,13.0,Single,3.0,7.0,Fashion,0.0
858,3.0,Single,4.0,3.0,Mobile,0.0
859,31.0,Divorced,5.0,6.0,Mobile,0.0
860,10.0,Married,3.0,2.0,Fashion,0.0
861,1.0,Married,4.0,11.0,Fashion,1.0
862,1.0,Single,4.0,4.0,Mobile,1.0
863,9.0,Married,4.0,3.0,Laptop & Accessory,0.0
864,11.0,Married,4.0,6.0,Mobile,0.0
865,28.0,Married,4.0,5.0,Grocery,0.0
866,11.0,Married,1.0,2.0,Mobile,0.0
867,10.0,Married,2.0,8.0,Laptop & Accessory,0.0
868,26.0,Divorced,2.0,4.0,Grocery,0.0
869,23.0,Married,3.0,4.0,Others,0.0
870,22.0,Single,4.0,8.0,Grocery,0.0
871,10.0,Married,4.0,9.0,Laptop & Accessory,0.0
872,1.0,Married,5.0,3.0,Mobile,1.0
873,10.0,Divorced,3.0,5.0,Laptop & Accessory,0.0
874,4.0,Divorced,4.0,2.0,Fashion,0.0
875,8.0,Single,3.0,2.0,Laptop & Accessory,0.0
876,12.0,Single,5.0,6.0,Mobile,0.0
877,1.0,Married,4.0,9.0,Mobile,1.0
878,7.0,Married,4.0,3.0,Mobile,0.0
879,19.0,Married,4.0,6.0,Fashion,0.0
880,1.0,Married,4.0,2.0,Mobile,0.0
881,10.0,Single,4.0,4.0,Laptop & Accessory,0.0
882,12.0,Divorced,2.0,10.0,Laptop & Accessory,0.0
883,9.0,Single,4.0,3.0,Laptop & Accessory,0.0
884,8.0,Married,2.0,3.0,Laptop & Accessory,0.0
885,12.0,Married,4.0,9.0,Laptop & Accessory,0.0
886,1.0,Divorced,6.0,3.0,Mobile,0.0
887,28.0,Married,4.0,6.0,Others,0.0
888,2.0,Divorced,6.0,2.0,Laptop & Accessory,0.0
889,3.0,Married,3.0,2.0,Mobile,0.0
890,4.0,Divorced,5.0,3.0,Laptop & Accessory,0.0
891,0.0,Single,4.0,2.0,Mobile,1.0
892,14.0,Married,5.0,4.0,Fashion,0.0
893,17.0,Married,4.0,4.0,Fashion,0.0
894,7.0,Divorced,4.0,2.0,Fashion,0.0
895,8.0,Single,3.0,6.0,Laptop & Accessory,0.0
896,16.0,Divorced,4.0,2.0,Grocery,0.0
897,20.0,Single,2.0,3.0,Grocery,0.0
898,2.0,Married,4.0,5.0,Laptop & Accessory,0.0
899,10.0,Divorced,3.0,2.0,Mobile,0.0
900,29.0,Married,2.0,6.0,Others,0.0
901,1.0,Single,5.0,3.0,Mobile,0.0
902,27.0,Married,3.0,4.0,Grocery,0.0
903,3.0,Single,5.0,4.0,Mobile,1.0
904,0.0,Married,1.0,2.0,Laptop & Accessory,0.0
905,0.0,Married,3.0,2.0,Mobile,0.0
906,10.0,Married,3.0,2.0,Fashion,0.0
907,3.0,Married,3.0,6.0,Fashion,0.0
908,4.0,Divorced,5.0,4.0,Laptop & Accessory,1.0
909,11.0,Married,5.0,3.0,Laptop & Accessory,0.0
910,5.0,Married,4.0,3.0,Mobile,0.0
911,14.0,Married,5.0,8.0,Laptop & Accessory,0.0
912,3.0,Married,4.0,2.0,Mobile,0.0
913,9.0,Married,3.0,9.0,Mobile,0.0
914,1.0,Married,6.0,7.0,Mobile,1.0
915,31.0,Single,5.0,7.0,Laptop & Accessory,0.0
916,15.0,Divorced,4.0,11.0,Mobile,1.0
917,1.0,Single,5.0,9.0,Laptop & Accessory,1.0
918,14.0,Single,3.0,2.0,Fashion,0.0
919,10.0,Married,4.0,9.0,Fashion,0.0
920,1.0,Divorced,4.0,3.0,Mobile,1.0
921,9.0,Divorced,3.0,5.0,Mobile,0.0
922,13.0,Married,4.0,3.0,Others,0.0
923,13.0,Married,3.0,1.0,Others,0.0
924,23.0,Married,4.0,1.0,Grocery,0.0
925,9.0,Single,3.0,2.0,Mobile,0.0
926,21.0,Single,4.0,6.0,Mobile,1.0
927,5.0,Single,1.0,8.0,Laptop & Accessory,0.0
928,30.0,Married,4.0,4.0,Grocery,0.0
929,1.0,Single,4.0,3.0,Mobile,1.0
930,15.0,Divorced,3.0,7.0,Others,0.0
931,20.0,Married,4.0,9.0,Fashion,0.0
932,13.0,Single,4.0,2.0,Fashion,0.0
933,27.0,Married,3.0,4.0,Grocery,0.0
934,9.0,Married,3.0,5.0,Laptop & Accessory,0.0
935,11.0,Divorced,4.0,8.0,Laptop & Accessory,0.0
936,1.0,Married,4.0,3.0,Laptop & Accessory,1.0
937,1.0,Single,6.0,3.0,Mobile,1.0
938,3.0,Married,3.0,1.0,Mobile,0.0
939,26.0,Married,4.0,5.0,Grocery,0.0
940,9.0,Single,3.0,2.0,Mobile,1.0
941,2.0,Married,3.0,1.0,Mobile,0.0
942,6.0,Single,3.0,9.0,Laptop & Accessory,0.0
943,22.0,Married,4.0,5.0,Fashion,0.0
944,27.0,Single,4.0,9.0,Laptop & Accessory,0.0
945,23.0,Single,5.0,9.0,Grocery,0.0
946,23.0,Divorced,3.0,8.0,Mobile,0.0
947,4.0,Married,5.0,3.0,Laptop & Accessory,0.0
948,9.0,Divorced,5.0,2.0,Mobile,1.0
949,1.0,Single,4.0,2.0,Mobile,0.0
950,1.0,Married,5.0,3.0,Fashion,0.0
951,19.0,Single,6.0,2.0,Laptop & Accessory,0.0
952,14.0,Married,4.0,5.0,Laptop & Accessory,0.0
953,9.0,Single,4.0,2.0,Mobile,1.0
954,3.0,Married,4.0,3.0,Mobile,0.0
955,9.0,Single,4.0,2.0,Mobile,0.0
956,28.0,Divorced,3.0,1.0,Laptop & Accessory,0.0
957,6.0,Single,4.0,3.0,Mobile,0.0
958,16.0,Married,4.0,5.0,Laptop & Accessory,0.0
959,0.0,Married,4.0,2.0,Laptop & Accessory,1.0
960,5.0,Single,3.0,1.0,Grocery,1.0
961,26.0,Married,1.0,4.0,Fashion,0.0
962,26.0,Married,3.0,4.0,Others,0.0
963,5.0,Single,3.0,3.0,Mobile,0.0
964,9.0,Married,3.0,1.0,Mobile,0.0
965,0.0,Single,5.0,1.0,Mobile,1.0
966,0.0,Married,4.0,2.0,Fashion,0.0
967,13.0,Single,4.0,3.0,Fashion,0.0
968,1.0,Single,4.0,3.0,Mobile,0.0
969,21.0,Single,4.0,7.0,Others,0.0
970,9.0,Single,3.0,1.0,Mobile,0.0
971,1.0,Divorced,4.0,3.0,Mobile,0.0
972,22.0,Single,5.0,8.0,Others,0.0
973,2.0,Divorced,4.0,3.0,Mobile,0.0
974,9.0,Married,5.0,2.0,Mobile,1.0
975,12.0,Married,6.0,5.0,Laptop & Accessory,0.0
976,9.0,Divorced,3.0,2.0,Mobile,0.0
977,9.0,Divorced,4.0,2.0,Mobile,0.0
978,1.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
979,15.0,Married,3.0,4.0,Mobile,0.0
980,11.0,Single,3.0,4.0,Mobile,0.0
981,12.0,Single,5.0,11.0,Fashion,1.0
982,21.0,Single,4.0,5.0,Laptop & Accessory,0.0
983,3.0,Single,5.0,3.0,Mobile,0.0
984,3.0,Married,5.0,6.0,Laptop & Accessory,0.0
985,17.0,Married,3.0,1.0,Others,0.0
986,0.0,Single,3.0,2.0,Mobile,0.0
987,24.0,Married,4.0,5.0,Others,0.0
988,16.0,Divorced,4.0,6.0,Mobile,0.0
989,19.0,Divorced,3.0,6.0,Others,0.0
990,11.0,Single,3.0,8.0,Fashion,0.0
991,15.0,Married,4.0,5.0,Mobile,0.0
992,6.0,Divorced,3.0,1.0,Laptop & Accessory,0.0
993,5.0,Single,4.0,3.0,Fashion,0.0
994,15.0,Single,2.0,5.0,Laptop & Accessory,0.0
995,1.0,Single,3.0,2.0,Laptop & Accessory,0.0
996,1.0,Single,5.0,3.0,Mobile,1.0
